date,SOX,TWII,DXY,USDTWD,US10Y,VIX,NASDAQ,ETF0050,foreign_net_bil,invest_net_bil,dealer_net_bil,margin_balance,short_balance,TXF_net,MXF_net,top5_net,top10_net,opt_call_net,opt_put_net,opt_net
2026-01-02,7367.47021484375,29349.810546875,98.41999816894531,31.303499221801758,4.186999797821045,14.510000228881836,23235.630859375,66.01819610595703,,,,7898471.0,313936.0,1905.0,4184.0,999998.0,653.0,-137475.0,-157456.0,19981.0
2026-01-05,7446.4501953125,30105.0390625,98.2699966430664,31.358699798583984,4.164999961853027,14.899999618530273,23395.8203125,68.53270721435547,,,,7908960.0,325390.0,-1978.0,-1854.0,999998.0,652.0,-330666.0,-336943.0,6277.0
2026-01-06,7650.93017578125,30576.30078125,98.58000183105469,31.474599838256836,4.178999900817871,14.75,23547.169921875,69.42018127441406,,,,7961884.0,327346.0,-4379.0,-4471.0,999998.0,629.0,-255420.0,-258406.0,2986.0
2026-01-07,7574.8701171875,30435.470703125,98.68000030517578,31.49209976196289,4.138000011444092,15.380000114440918,23584.279296875,68.87783813476562,,,,8016403.0,353904.0,34.0,154.0,999998.0,634.0,-292047.0,-341720.0,49673.0
2026-01-08,7436.10009765625,30360.55078125,98.93000030517578,31.449100494384766,4.183000087738037,15.449999809265137,23480.01953125,69.12435913085938,,,,8060747.0,344163.0,3375.0,1873.0,999998.0,646.0,-254802.0,-269882.0,15080.0
2026-01-09,7638.77978515625,30288.9609375,99.12999725341797,31.5447998046875,4.171000003814697,14.489999771118164,23671.349609375,68.87783813476562,,,,7994309.0,341763.0,-498.0,-1148.0,999998.0,655.0,-323523.0,-377997.0,54474.0
2026-01-12,7674.83984375,30567.2890625,98.86000061035156,31.593299865722656,4.186999797821045,15.119999885559082,23733.900390625,69.37088012695312,,,,7949477.0,317258.0,-336.0,-914.0,999998.0,636.0,-266186.0,-262782.0,-3404.0
2026-01-13,7747.990234375,30707.220703125,99.12999725341797,31.569900512695312,4.171000003814697,15.979999542236328,23709.869140625,69.71600341796875,,,,8058846.0,319182.0,-3337.0,-839.0,999998.0,640.0,-366903.0,-368182.0,1279.0
2026-01-14,7701.47021484375,30941.779296875,99.12999725341797,31.616899490356445,4.139999866485596,16.75,23471.75,69.76531219482422,,,,7998290.0,326559.0,-3852.0,731.0,999998.0,628.0,-218827.0,-224111.0,5284.0
2026-01-15,7837.2998046875,30810.580078125,99.31999969482422,31.510700225830078,4.159999847412109,15.84000015258789,23530.01953125,69.66670227050781,,,,8040156.0,323345.0,-240.0,1011.0,999998.0,626.0,-326469.0,-331485.0,5016.0
2026-01-16,7927.41015625,31408.69921875,99.38999938964844,31.564199447631836,4.230999946594238,15.859999656677246,23515.390625,70.99791717529297,,,,8045385.0,337855.0,1889.0,1959.0,999998.0,629.0,-307938.0,-320722.0,12784.0
2026-01-19,,31639.2890625,,31.607999801635742,,,,71.58956146240234,,,,8129796.0,321614.0,-477.0,345.0,999998.0,614.0,-302192.0,-311266.0,9074.0
2026-01-20,7794.18994140625,31759.990234375,98.63999938964844,31.548999786376953,4.295000076293945,20.09000015258789,22954.3203125,71.58956146240234,,,,8245037.0,315084.0,1037.0,-112.0,999998.0,611.0,-325603.0,-314381.0,-11222.0
2026-01-21,8042.06982421875,31246.369140625,98.76000213623047,31.682300567626953,4.252999782562256,16.899999618530273,23224.8203125,70.8499984741211,,,,8214278.0,312100.0,-23.0,-4267.0,999998.0,607.0,-672878.0,-637924.0,-34954.0
2026-01-22,8055.169921875,31746.080078125,98.36000061035156,31.639999389648438,4.249000072479248,15.640000343322754,23436.01953125,71.80000305175781,,,,8150908.0,313084.0,189.0,2771.0,999998.0,636.0,-301142.0,-313787.0,12645.0
2026-01-23,7957.93017578125,31961.509765625,97.5999984741211,31.583999633789062,4.238999843597412,16.09000015258789,23501.240234375,72.25,,,,8193989.0,311678.0,1627.0,2781.0,999998.0,617.0,-273891.0,-276313.0,2422.0
2026-01-26,7927.0400390625,32064.51953125,97.04000091552734,31.370800018310547,4.2129998207092285,16.149999618530273,23601.359375,72.25,,,,8205889.0,297939.0,-3861.0,-2502.0,999998.0,415.0,-271126.0,-272495.0,1369.0
2026-01-27,8117.18017578125,32317.919921875,96.22000122070312,31.440500259399414,4.2230000495910645,16.350000381469727,23817.099609375,73.05000305175781,,,,8288703.0,305432.0,1212.0,2724.0,999998.0,420.0,-254405.0,-248546.0,-5859.0
2026-01-28,8306.740234375,32803.8203125,96.44999694824219,31.110300064086914,4.250999927520752,16.350000381469727,23857.44921875,74.19999694824219,,,,8273621.0,299727.0,-2614.0,467.0,999998.0,336.0,-206030.0,-190463.0,-15567.0
2026-01-29,8320.3896484375,32536.26953125,96.27999877929688,31.26959991455078,4.2270002365112305,16.8799991607666,23685.119140625,73.75,,,,8278231.0,304760.0,-4770.0,-5042.0,999998.0,329.0,-332649.0,-318722.0,-13927.0
2026-01-30,7998.47021484375,32063.75,96.98999786376953,31.3617000579834,4.241000175476074,17.440000534057617,23461.8203125,72.5999984741211,,,,8201014.0,306268.0,58.0,62.0,999998.0,331.0,-632806.0,-625640.0,-7166.0
2026-02-02,8134.490234375,31624.029296875,97.61000061035156,31.58300018310547,4.275000095367432,16.34000015258789,23592.109375,71.5,,,,8196188.0,287422.0,5075.0,1271.0,999998.0,297.0,-885788.0,-870550.0,-15238.0
2026-02-03,7966.330078125,32195.359375,97.44000244140625,31.57710075378418,4.27400016784668,18.0,23255.189453125,72.94999694824219,,,,8084597.0,280570.0,1092.0,955.0,999998.0,339.0,-515425.0,-551460.0,36035.0
