date,SOX,TWII,DXY,USDTWD,US10Y,VIX,NASDAQ,ETF0050,foreign_net_bil,invest_net_bil,dealer_net_bil,margin_balance,short_balance,top5_net,top10_net
2018-01-01,,,,29.650999069213867,,,,,,,,,,,
2018-01-02,1287.699951171875,10710.73046875,91.8499984741211,29.773000717163086,2.4649999141693115,9.770000457763672,7006.89990234375,15.682726860046387,,,,9527548.0,548976.0,999998.0,-24.0
2018-01-03,1309.8599853515625,10801.5703125,92.16000366210938,29.621999740600586,2.447000026702881,9.149999618530273,7065.52978515625,15.825119972229004,,,,9550049.0,554284.0,999998.0,-31.0
2018-01-04,1317.239990234375,10848.6298828125,91.8499984741211,29.593000411987305,2.453000068664551,9.220000267028809,7077.91015625,15.853599548339844,,,,9526953.0,555288.0,999998.0,53.0
2018-01-05,1325.7099609375,10879.7998046875,91.94999694824219,29.56999969482422,2.4760000705718994,9.220000267028809,7136.56005859375,15.901071548461914,,,,9584980.0,568668.0,999998.0,71.0
2018-01-08,1335.5400390625,10915.75,92.33000183105469,29.466999053955078,2.4800000190734863,9.520000457763672,7157.39013671875,15.967520713806152,,,,9592757.0,576759.0,999998.0,70.0
2018-01-09,1322.5699462890625,10914.8896484375,92.52999877929688,29.503000259399414,2.5460000038146973,10.079999923706055,7163.580078125,15.977012634277344,,,,9592419.0,575506.0,999998.0,-36.0
2018-01-10,1306.219970703125,10831.08984375,92.33000183105469,29.51799964904785,2.549999952316284,9.819999694824219,7153.56982421875,15.901071548461914,,,,9593338.0,575490.0,999998.0,-120.0
2018-01-11,1314.3399658203125,10810.0595703125,91.8499984741211,29.59600067138672,2.5309998989105225,9.880000114440918,7211.77978515625,15.834617614746094,,,,9597077.0,581630.0,999998.0,-155.0
2018-01-12,1322.0999755859375,10883.9599609375,90.97000122070312,29.58799934387207,2.552000045776367,10.15999984741211,7261.06005859375,15.967520713806152,,,,9572629.0,584207.0,999998.0,-261.0
2018-01-15,,10956.3095703125,,29.58300018310547,,,,16.071941375732422,,,,9546613.0,592125.0,999998.0,-254.0
2018-01-16,1325.969970703125,10986.1103515625,90.38999938964844,29.523000717163086,2.5439999103546143,11.65999984741211,7223.68994140625,16.138397216796875,,,,9523187.0,593929.0,999998.0,-219.0
