date,SOX,TWII,DXY,USDTWD,US10Y,VIX,NASDAQ,ETF0050,foreign_net_bil,invest_net_bil,dealer_net_bil,margin_balance,short_balance,top5_net,top10_net
2013-01-01,,,,29.020000457763672,,,,,,,,,,,
2013-01-02,399.7300109863281,7779.1845703125,79.8499984741211,29.040000915527344,1.8389999866485596,14.680000305175781,3112.260009765625,33.87441635131836,2074.89569,125.09159,161.48082,11181920.0,849228.0,999998.0,-206.0
2013-01-03,397.5400085449219,7836.8037109375,80.43000030517578,28.989999771118164,1.8990000486373901,14.5600004196167,3100.570068359375,34.15462112426758,321.34902,110.278,453.30538,11202904.0,869131.0,999998.0,-204.0
2013-01-04,397.67999267578125,7805.95458984375,80.5,28.959999084472656,1.9149999618530273,13.829999923706055,3101.659912109375,33.93669128417969,-833.94586,94.69778,109.3519,11916918.0,368161.0,999998.0,-132.0
2013-01-07,395.7799987792969,7755.05419921875,80.26000213623047,29.020000457763672,1.902999997138977,13.789999961853027,3098.81005859375,33.78101348876953,-1127.01979,82.84914,85.67209,11248020.0,899789.0,999998.0,-122.0
2013-01-08,391.3599853515625,7721.625,80.3499984741211,28.979999542236328,1.871000051498413,13.619999885559082,3091.81005859375,33.56306838989258,-1098.24708,140.74116,-192.9348,11297769.0,888119.0,999998.0,-88.0
2013-01-09,395.4700012207031,7738.6044921875,80.55999755859375,29.010000228881836,1.8519999980926514,13.8100004196167,3105.81005859375,33.68760681152344,-1216.1115,53.18819,82.95088,11318550.0,876746.0,999998.0,-76.0
2013-01-10,400.7300109863281,7811.6044921875,79.73999786376953,28.969999313354492,1.8940000534057617,13.489999771118164,3121.760009765625,33.93669128417969,1323.03782,433.28942,255.80927,11335314.0,882504.0,999998.0,-132.0
2013-01-11,402.8599853515625,7819.1142578125,79.55999755859375,28.950000762939453,1.875,13.359999656677246,3125.6298828125,33.905555725097656,221.24856,40.15953,-163.76683,11351732.0,903439.0,999998.0,-104.0
2013-01-14,401.8900146484375,7823.93408203125,79.48999786376953,28.920000076293945,1.8569999933242798,13.520000457763672,3117.5,33.93669128417969,-234.87919,66.33216,63.17794,11366096.0,909834.0,999998.0,-47.0
2013-01-15,399.8699951171875,7764.984375,79.77999877929688,28.940000534057617,1.8309999704360962,13.550000190734863,3110.780029296875,33.62533950805664,-70.41109,74.48175,-332.98195,11393912.0,920115.0,999998.0,-51.0
2013-01-16,404.4599914550781,7700.39501953125,79.80000305175781,28.950000762939453,1.8240000009536743,13.420000076293945,3117.5400390625,33.43852996826172,-463.63958,64.35965,-200.26124,11390023.0,920285.0,999998.0,18.0
2013-01-17,412.5299987792969,7616.60498046875,79.6500015258789,28.959999084472656,1.875,13.569999694824219,3136.0,33.189456939697266,231.69079,-81.40878,-494.15038,11359800.0,904386.0,999998.0,36.0
2013-01-18,410.6400146484375,7732.8349609375,80.05000305175781,28.959999084472656,1.843000054359436,12.460000038146973,3134.7099609375,33.594200134277344,-1127.01979,104.86034,-22.35792,11217433.0,872131.0,999998.0,-24.0
2013-01-21,,7724.884765625,,28.90999984741211,,,,33.56306838989258,-942.23509,-78.3953,45.90567,11235211.0,801322.0,999998.0,26.0
2013-01-22,409.6000061035156,7759.064453125,79.87000274658203,28.950000762939453,1.8350000381469727,12.430000305175781,3143.179931640625,33.65646743774414,315.54652,-18.96284,108.35802,11241939.0,798858.0,999998.0,19.0
2013-01-23,413.8800048828125,7744.14453125,79.91999816894531,28.989999771118164,1.8329999446868896,12.460000038146973,3153.669921875,33.62533950805664,-108.27062,-90.68125,30.81998,11231220.0,789630.0,999998.0,33.0
2013-01-24,410.239990234375,7695.955078125,79.94999694824219,28.989999771118164,1.843999981880188,12.6899995803833,3130.3798828125,33.43852996826172,-1622.81738,-138.02852,-140.02016,11192067.0,773158.0,999998.0,49.0
2013-01-25,415.44000244140625,7672.544921875,79.75,29.079999923706055,1.9470000267028809,12.890000343322754,3149.7099609375,33.313995361328125,-1205.78864,13.66509,-157.71015,11192003.0,785125.0,999998.0,149.0
2013-01-28,416.1600036621094,7714.634765625,79.77999877929688,29.190000534057617,1.9739999771118164,13.569999694824219,3154.300048828125,33.469661712646484,1034.93403,-184.19355,152.8412,11159730.0,781653.0,999998.0,176.0
2013-01-29,413.2799987792969,7801.96435546875,79.55999755859375,29.510000228881836,1.9880000352859497,13.3100004196167,3153.659912109375,33.93669128417969,1814.71478,9.77111,399.38212,11142497.0,789308.0,999998.0,186.0
2013-01-30,414.1000061035156,7832.94384765625,79.27999877929688,29.440000534057617,2.00600004196167,14.319999694824219,3142.31005859375,33.99895477294922,1808.13358,114.46729,114.62231,11091925.0,783282.0,999998.0,123.0
2013-01-31,412.7300109863281,7849.98388671875,79.20999908447266,29.510000228881836,1.9850000143051147,14.279999732971191,3142.1298828125,33.99895477294922,669.50972,61.03035,-122.71013,11089352.0,783026.0,999998.0,151.0
2013-02-01,420.54998779296875,7855.93359375,79.12999725341797,29.520000457763672,2.009999990463257,12.899999618530273,3179.10009765625,34.12349319458008,1536.91354,-57.55984,192.65924,11067432.0,647376.0,999998.0,132.0
2013-02-04,414.17999267578125,7923.123046875,79.55000305175781,29.59000015258789,1.9730000495910645,14.670000076293945,3131.169921875,34.3725700378418,2076.7005,9.94471,521.21278,11000422.0,627449.0,999998.0,93.0
2013-02-05,420.69000244140625,7886.90283203125,79.48999786376953,29.56999969482422,2.0160000324249268,13.720000267028809,3171.580078125,34.24802780151367,546.87856,-55.23198,144.44849,10987749.0,612541.0,999998.0,92.0
2013-02-06,421.55999755859375,7906.61279296875,79.72000122070312,29.520000457763672,1.968000054359436,13.40999984741211,3168.47998046875,34.497108459472656,1041.89713,-83.5859,-62.98911,10954105.0,594190.0,999998.0,105.0
2013-02-07,419.260009765625,,80.19000244140625,29.59000015258789,1.9509999752044678,13.5,3165.1298828125,,,,,,,,
2013-02-08,424.80999755859375,,80.25,29.600000381469727,1.9539999961853027,13.020000457763672,3193.8701171875,,1134.35506,190.06359,348.64519,,,,
2013-02-11,425.239990234375,,80.30999755859375,29.719999313354492,1.9459999799728394,12.9399995803833,3192.0,,,,,,,,
2013-02-12,426.2799987792969,,80.11000061035156,29.719999313354492,1.9819999933242798,12.640000343322754,3186.489990234375,,,,,,,,
2013-02-13,427.4800109863281,,80.08999633789062,29.68000030517578,2.0190000534057617,12.979999542236328,3196.8798828125,,,,,,,,
2013-02-14,431.0799865722656,,80.45999908447266,29.670000076293945,2.0,12.65999984741211,3198.659912109375,,,,,,,,
2013-02-15,428.5,,80.58000183105469,29.600000381469727,2.006999969482422,12.460000038146973,3192.030029296875,,-1127.01979,81.11094,62.47208,,,,
2013-02-18,,7943.49267578125,,29.649999618530273,,,,34.621646881103516,1134.35506,190.06359,348.64519,10772373.0,568297.0,999998.0,101.0
2013-02-19,433.6400146484375,7960.8427734375,80.47000122070312,29.6299991607666,2.0260000228881836,12.3100004196167,3213.590087890625,34.65277862548828,371.75352,-241.00902,374.51,,,999998.0,97.0
2013-02-20,423.95001220703125,8029.0625,81.08999633789062,29.5,2.0209999084472656,14.680000305175781,3164.409912109375,34.9329948425293,1255.03728,45.92621,350.88602,10805990.0,605793.0,999998.0,-18.0
2013-02-21,416.2699890136719,7957.4228515625,81.45999908447266,29.559999465942383,1.9759999513626099,15.220000267028809,3131.489990234375,34.68391036987305,-478.11709,-166.0447,-4.27058,10867020.0,618627.0,999998.0,31.0
