date,SOX,TWII,DXY,USDTWD,US10Y,VIX,NASDAQ,ETF0050,TXF_net,MXF_net,top5_net,top10_net,opt_call_net,opt_put_net,opt_net_total
2024-09-16,4910.43994140625,21850.080078125,100.76000213623047,31.937999725341797,3.621000051498413,17.139999389648438,17592.130859375,43.160675048828125,-475.0,-1300.0,999998.0,135.0,-184864.0,-173135.0,-11729.0
2024-09-17,4912.10009765625,,100.88999938964844,31.863000869750977,3.6419999599456787,17.610000610351562,17628.060546875,,,,,,,,
2024-09-18,4859.2900390625,21678.83984375,100.5999984741211,31.93950080871582,3.684999942779541,18.229999542236328,17573.30078125,42.94336700439453,-1332.0,-2220.0,999998.0,325.0,-338912.0,-313840.0,-25072.0
2024-09-19,5066.64990234375,22042.689453125,100.61000061035156,31.77899932861328,3.740000009536743,16.329999923706055,18013.98046875,43.49871826171875,177.0,370.0,999998.0,425.0,-310729.0,-304805.0,-5924.0
2024-09-20,5000.06005859375,22159.419921875,100.72000122070312,31.76799964904785,3.7279999256134033,16.149999618530273,17948.3203125,44.05406951904297,-894.0,-1434.0,999998.0,396.0,-344988.0,-299030.0,-45958.0
2024-09-23,5025.81005859375,22285.529296875,100.91999816894531,31.98900032043457,3.739000082015991,15.890000343322754,17974.26953125,44.24723434448242,-3834.0,-916.0,999998.0,408.0,-255737.0,-261873.0,6136.0
2024-09-24,5091.77978515625,22431.779296875,100.37000274658203,31.933000564575195,3.7360000610351562,15.390000343322754,18074.51953125,44.66979217529297,4002.0,5871.0,999998.0,513.0,-254695.0,-256691.0,1996.0
2024-09-25,5132.52001953125,22761.599609375,100.91999816894531,31.700000762939453,3.7809998989105225,15.40999984741211,18082.2109375,45.333805084228516,-2549.0,451.0,999998.0,468.0,-242816.0,-238409.0,-4407.0
2024-09-26,5310.5,22858.810546875,100.55999755859375,31.863000869750977,3.7909998893737793,15.369999885559082,18190.2890625,45.708065032958984,-2709.0,-3032.0,999998.0,607.0,-258707.0,-261305.0,2598.0
2024-09-27,5217.22998046875,22822.7890625,100.41999816894531,31.459999084472656,3.749000072479248,16.959999084472656,18119.58984375,45.611480712890625,881.0,-1904.0,999998.0,602.0,-425764.0,-421010.0,-4754.0
2024-09-30,5173.06005859375,22224.5390625,100.77999877929688,31.575000762939453,3.802000045776367,16.729999542236328,18189.169921875,44.416255950927734,482.0,-4032.0,999998.0,590.0,-751637.0,-753254.0,1617.0
2024-10-01,5024.93994140625,22390.390625,101.19000244140625,31.579999923706055,3.743000030517578,19.260000228881836,17910.359375,44.331748962402344,-1497.0,-1799.0,999998.0,667.0,-513251.0,-518883.0,5632.0
2024-10-02,5099.2001953125,,101.68000030517578,31.761999130249023,3.7850000858306885,18.899999618530273,17925.119140625,,,,,,,,
2024-10-03,5125.2099609375,,101.98999786376953,31.812000274658203,3.8499999046325684,20.489999771118164,17918.48046875,,,,,,,,
2024-10-04,5206.83984375,22302.7109375,102.5199966430664,32.018001556396484,3.9809999465942383,19.209999084472656,18137.849609375,44.331748962402344,2392.0,2632.0,999998.0,799.0,-457136.0,-476934.0,19798.0
