date,SOX,TWII,DXY,USDTWD,US10Y,VIX,NASDAQ,ETF0050,foreign_net_bil,invest_net_bil,dealer_net_bil,margin_balance,short_balance,TXF_net,MXF_net,top5_net,top10_net,opt_call_net,opt_put_net,opt_net
2023-02-20,,15551.23046875,,30.373300552368164,,,,27.533912658691406,886.02488,1.1,764.72457,6540037.0,524914.0,,,999998.0,-215.0,,,
2023-02-21,2906.260009765625,15563.0,104.18000030517578,30.364500045776367,3.9549999237060547,22.8700008392334,11492.2998046875,27.522342681884766,-583.10881,0.0,361.13,6578405.0,521506.0,,,999998.0,-206.0,,,
2023-02-22,2892.389892578125,15418.76953125,104.58999633789062,30.484500885009766,3.9230000972747803,22.290000915527344,11507.0703125,27.221553802490234,,,,6592801.0,518828.0,,,999998.0,-200.0,,,
2023-02-23,2988.81005859375,15615.41015625,104.5999984741211,30.475299835205078,3.878999948501587,21.139999389648438,11590.400390625,27.626462936401367,234.39188,4.98,173.29952,6601385.0,511124.0,,,999998.0,-190.0,,,
2023-02-24,2935.110107421875,15503.7900390625,105.20999908447266,30.283000946044922,3.9489998817443848,21.670000076293945,11394.9404296875,27.48763656616211,-1149.79811,-0.18971,253.10173,6648653.0,508045.0,,,999998.0,-191.0,,,
2023-02-27,2951.2099609375,,104.66999816894531,30.65679931640625,3.921999931335449,20.950000762939453,11466.98046875,,,,,,,,,,,,,
2023-02-28,2958.389892578125,,104.87000274658203,30.59779930114746,3.9159998893737793,20.700000762939453,11455.5400390625,,,,,,,,,,,,,
2023-03-01,2955.830078125,15598.490234375,104.4800033569336,30.64579963684082,3.99399995803833,20.579999923706055,11379.48046875,27.614892959594727,-2728.79634,5.0,500.21479,6652923.0,504341.0,,,999998.0,-183.0,,,
2023-03-02,2984.110107421875,15598.7197265625,105.02999877929688,30.560699462890625,4.072999954223633,19.59000015258789,11462.98046875,27.59175682067871,-1265.04437,-13.19232,607.4901,6651270.0,502285.0,,,999998.0,-237.0,,,
2023-03-03,3028.340087890625,15608.419921875,104.5199966430664,30.601499557495117,3.9639999866485596,18.489999771118164,11689.009765625,27.614892959594727,282.39819,0.0,510.171,6664274.0,494506.0,,,999998.0,-225.0,,,
2023-03-06,2994.590087890625,15763.509765625,104.3499984741211,30.498600006103516,3.9830000400543213,18.610000610351562,11675.740234375,27.880979537963867,1250.83703,0.0,695.966,6664852.0,487012.0,,,999998.0,-223.0,,,
2023-03-07,2962.419921875,15857.8896484375,105.62000274658203,30.575000762939453,3.9749999046325684,19.59000015258789,11530.330078125,28.066082000732422,844.53444,0.0,754.89,6683180.0,485014.0,,,999998.0,-237.0,,,
2023-03-08,3041.389892578125,15818.2001953125,105.66000366210938,30.726299285888672,3.9760000705718994,19.110000610351562,11576.0,27.83470344543457,-1166.06949,0.0,334.73,6721173.0,476054.0,,,999998.0,-256.0,,,
2023-03-09,2980.2099609375,15770.66015625,105.30999755859375,30.72480010986328,3.924999952316284,22.610000610351562,11338.349609375,27.81156349182129,-3574.86223,-1.99,347.66077,6751173.0,473906.0,,,999998.0,-248.0,,,
2023-03-10,2923.929931640625,15526.2001953125,104.58000183105469,30.813899993896484,3.694999933242798,24.799999237060547,11138.8896484375,27.371952056884766,-4877.30641,8.00848,654.73054,6815120.0,461240.0,,,999998.0,-258.0,,,
2023-03-13,2921.7099609375,15560.490234375,103.5999984741211,30.828699111938477,3.515000104904175,26.520000457763672,11188.83984375,27.48763656616211,86.49035,0.20623,826.02926,6804096.0,447257.0,,,999998.0,-286.0,,,
2023-03-14,3010.14990234375,15360.419921875,103.5999984741211,30.454999923706055,3.638000011444092,23.729999542236328,11428.150390625,27.186845779418945,-5943.59375,0.0,956.93933,6801499.0,429293.0,,,999998.0,-288.0,,,
2023-03-15,2977.389892578125,15387.58984375,104.6500015258789,30.378999710083008,3.492000102996826,26.139999389648438,11434.0498046875,27.209983825683594,-1754.12908,0.0,788.58106,6792679.0,432624.0,,,999998.0,-3.0,,,
2023-03-16,3098.070068359375,15221.1201171875,104.41999816894531,30.520000457763672,3.5850000381469727,22.989999771118164,11717.2802734375,27.08272933959961,-2893.65563,0.0,710.16465,6820058.0,420465.0,,,999998.0,-40.0,,,
2023-03-17,3083.52001953125,15452.9599609375,103.70999908447266,30.548999786376953,3.3949999809265137,25.510000228881836,11630.509765625,27.522342681884766,-246.53107,0.0,2244.79071,6822003.0,419450.0,,,999998.0,23.0,,,
2023-03-20,3114.7099609375,15419.9697265625,103.27999877929688,30.618000030517578,3.4809999465942383,24.149999618530273,11675.5400390625,27.325674057006836,-1245.87703,0.0,649.71,6886525.0,391115.0,,,999998.0,93.0,,,
2023-03-21,3116.889892578125,15513.4501953125,103.26000213623047,30.506000518798828,3.6059999465942383,21.3799991607666,11860.1103515625,27.452930450439453,201.73985,0.0,357.08,6894153.0,353819.0,,,999998.0,16.0,,,
2023-03-22,3091.7099609375,15760.4599609375,102.3499984741211,30.480100631713867,3.5,22.260000228881836,11669.9599609375,27.97353172302246,1596.38391,-0.04,248.36407,6924822.0,343254.0,,,999998.0,21.0,,,
2023-03-23,3174.360107421875,15863.9501953125,102.52999877929688,30.350000381469727,3.4059998989105225,22.610000610351562,11787.400390625,28.19333839416504,1906.89718,-11.84,330.93141,6943012.0,324931.0,,,999998.0,69.0,,,
2023-03-24,3121.260009765625,15914.7001953125,103.12000274658203,30.13800048828125,3.380000114440918,21.739999771118164,11823.9599609375,28.274320602416992,1221.03383,0.0,694.73156,6935890.0,296376.0,,,999998.0,79.0,,,
2023-03-27,3083.580078125,15830.3095703125,102.86000061035156,30.320999145507812,3.5280001163482666,20.600000381469727,11768.83984375,28.100788116455078,20.58561,0.0,244.44599,6945029.0,256959.0,,,999998.0,26.0,,,
2023-03-28,3057.27001953125,15701.48046875,102.43000030517578,30.163000106811523,3.563999891281128,19.969999313354492,11716.080078125,27.857839584350586,37.06169,0.0,339.03383,6967784.0,241813.0,,,999998.0,53.0,,,
2023-03-29,3157.110107421875,15769.759765625,102.63999938964844,30.344999313354492,3.565999984741211,19.1200008392334,11926.240234375,27.904115676879883,1950.16031,0.0,248.58775,6915469.0,222714.0,,,999998.0,51.0,,,
2023-03-30,3208.260009765625,15849.4296875,102.13999938964844,30.516000747680664,3.5510001182556152,19.020000457763672,12013.4697265625,28.042943954467773,810.53434,0.0,203.68,6902835.0,214405.0,,,999998.0,70.0,,,
2023-03-31,3230.860107421875,15868.0595703125,102.51000213623047,30.351999282836914,3.49399995803833,18.700000762939453,12221.91015625,28.135494232177734,2474.61667,0.0,315.34,6914435.0,223722.0,,,999998.0,89.0,,,
2023-04-03,3200.429931640625,,102.08999633789062,30.524999618530273,3.430000066757202,18.549999237060547,12189.4501953125,,,,,,,,,,,,,
2023-04-04,3142.5,,101.58999633789062,30.478599548339844,3.3369998931884766,19.0,12126.330078125,,,,,,,,,,,,,
2023-04-05,3085.97998046875,,101.8499984741211,30.385299682617188,3.2869999408721924,19.079999923706055,11996.8603515625,,,,,,,,,,,,,
2023-04-06,3071.77001953125,15810.76953125,101.81999969482422,30.540800094604492,3.2880001068115234,18.399999618530273,12087.9599609375,27.996667861938477,,,,6867796.0,226356.0,,,999998.0,77.0,,,
2023-04-07,,15836.5,,30.510400772094727,,,,27.996667861938477,,,,6891754.0,213155.0,,,999998.0,84.0,,,
2023-04-10,3126.969970703125,15876.169921875,102.58000183105469,30.39299964904785,3.4149999618530273,18.969999313354492,12084.3603515625,27.996667861938477,,,,6897466.0,205402.0,,,999998.0,45.0,,,
2023-04-11,3109.419921875,15913.8798828125,102.19999694824219,30.522199630737305,3.434000015258789,19.100000381469727,12031.8798828125,27.96196174621582,,,,6909090.0,195305.0,,,999998.0,74.0,,,
2023-04-12,3052.52001953125,15932.9697265625,101.5,30.479900360107422,3.4210000038146973,19.09000015258789,11929.33984375,27.892545700073242,,,,6924862.0,196853.0,,,999998.0,67.0,,,
2023-04-13,3074.93994140625,15804.759765625,101.01000213623047,30.446500778198242,3.4519999027252197,17.799999237060547,12166.26953125,27.649600982666016,,,,6969490.0,205634.0,,,999998.0,87.0,,,
2023-04-14,3070.449951171875,15929.4296875,101.55000305175781,30.451000213623047,3.5220000743865967,17.06999969482422,12123.4697265625,27.915685653686523,,,,7011463.0,214783.0,,,999998.0,87.0,,,
2023-04-17,3066.679931640625,15963.5498046875,102.0999984741211,30.506000518798828,3.5910000801086426,16.950000762939453,12157.7197265625,27.846271514892578,,,,7035762.0,218038.0,,,999998.0,58.0,,,
2023-04-18,3077.719970703125,15869.4404296875,101.75,30.46649932861328,3.572000026702881,16.829999923706055,12153.41015625,27.753721237182617,,,,7047155.0,235164.0,,,999998.0,71.0,,,
2023-04-19,3046.3798828125,15770.4697265625,101.97000122070312,30.451900482177734,3.6019999980926514,16.459999084472656,12157.23046875,27.545482635498047,,,,7024519.0,233252.0,,,999998.0,72.0,,,
2023-04-20,3046.280029296875,15707.51953125,101.83999633789062,30.537500381469727,3.5450000762939453,17.170000076293945,12059.5595703125,27.51077651977539,,,,7060851.0,236534.0,,,999998.0,78.0,,,
2023-04-21,3021.43994140625,15602.990234375,101.81999969482422,30.55929946899414,3.569999933242798,16.770000457763672,12072.4599609375,27.441362380981445,,,,7059280.0,231154.0,,,999998.0,127.0,,,
2023-04-24,3007.510009765625,15626.8701171875,101.3499984741211,30.625,3.515000104904175,16.889999389648438,12037.2001953125,27.337242126464844,,,,7007484.0,224513.0,,,999998.0,103.0,,,
2023-04-25,2906.2900390625,15370.73046875,101.86000061035156,30.57200050354004,3.3959999084472656,18.760000228881836,11799.16015625,26.978605270385742,,,,7031498.0,238247.0,,,999998.0,87.0,,,
2023-04-26,2922.989990234375,15374.6298828125,101.47000122070312,30.693700790405273,3.431999921798706,18.84000015258789,11854.349609375,26.862918853759766,,,,6981266.0,239520.0,,,999998.0,65.0,,,
2023-04-27,2941.590087890625,15411.490234375,101.5,30.628299713134766,3.5280001163482666,17.030000686645508,12142.240234375,26.839778900146484,,,,6963740.0,250669.0,,,999998.0,65.0,,,
2023-04-28,2994.969970703125,15579.1796875,101.66999816894531,30.626800537109375,3.4519999027252197,15.779999732971191,12226.580078125,27.16370964050293,,,,6989214.0,265138.0,,,999998.0,91.0,,,
2023-05-01,3019.090087890625,,102.1500015258789,30.746000289916992,3.5739998817443848,16.079999923706055,12212.599609375,,,,,,,,,,,,,
2023-05-02,2996.860107421875,15636.48046875,101.95999908447266,30.72879981994629,3.438999891281128,17.780000686645508,12080.509765625,27.23311996459961,,,,6987193.0,266255.0,1364.0,2176.0,999998.0,152.0,-110847.0,-109847.0,-1000.0
2023-05-03,2957.3701171875,15553.41015625,101.33999633789062,30.75480079650879,3.4030001163482666,18.34000015258789,12025.330078125,27.117433547973633,,,,7029459.0,270392.0,-411.0,-5783.0,999998.0,221.0,-128295.0,-129838.0,1543.0
2023-05-04,2941.6298828125,15609.0302734375,101.4000015258789,30.646799087524414,3.3510000705718994,20.09000015258789,11966.400390625,27.186845779418945,,,,7064953.0,284213.0,4723.0,4627.0,999998.0,217.0,-102677.0,-104225.0,1548.0
2023-05-05,3007.68994140625,15626.0703125,101.20999908447266,30.627899169921875,3.446000099182129,17.190000534057617,12235.41015625,27.25625991821289,,,,7088930.0,318273.0,-656.0,-2953.0,999998.0,234.0,-128176.0,-133244.0,5068.0
2023-05-08,3024.409912109375,15699.5703125,101.37000274658203,30.577999114990234,3.5209999084472656,16.979999542236328,12256.919921875,27.429794311523438,,,,7094538.0,308552.0,-1948.0,738.0,999998.0,241.0,-110189.0,-109639.0,-550.0
2023-05-09,2967.840087890625,15727.7001953125,101.63999938964844,30.58799934387207,3.5209999084472656,17.709999084472656,12179.5498046875,27.51077651977539,,,,7113663.0,306201.0,1127.0,1985.0,999998.0,275.0,-89786.0,-94653.0,4867.0
2023-05-10,2997.510009765625,15641.759765625,101.4800033569336,30.649799346923828,3.438999891281128,16.940000534057617,12306.4404296875,27.25625991821289,,,,7057315.0,305138.0,-9066.0,-14187.0,999998.0,303.0,-142436.0,-150147.0,7711.0
2023-05-11,2978.719970703125,15514.6396484375,102.05999755859375,30.61440086364746,3.3970000743865967,16.93000030517578,12328.509765625,27.198413848876953,,,,7080819.0,302027.0,-124.0,3313.0,999998.0,298.0,-165329.0,-170451.0,5122.0
