date,SOX,TWII,DXY,USDTWD,US10Y,VIX,NASDAQ,ETF0050,foreign_net_bil,invest_net_bil,dealer_net_bil,margin_balance,short_balance,top5_net,top10_net
2020-01-01,,,,29.898000717163086,,,,,,,,,,,
2020-01-02,1887.9100341796875,12100.48046875,96.8499984741211,29.8439998626709,1.8819999694824219,12.470000267028809,9092.1904296875,19.940141677856445,,,,7351632.0,616516.0,999998.0,213.0
2020-01-03,1853.97998046875,12110.4296875,96.83999633789062,29.899999618530273,1.7879999876022339,14.020000457763672,9020.76953125,19.940141677856445,,,,7344425.0,654584.0,999998.0,209.0
2020-01-06,1834.6800537109375,11953.3603515625,96.66999816894531,30.03499984741211,1.8109999895095825,13.850000381469727,9071.4697265625,19.68488883972168,,,,7322771.0,652415.0,999998.0,65.0
2020-01-07,1867.280029296875,11880.3203125,96.9800033569336,30.047000885009766,1.8270000219345093,13.789999961853027,9068.580078125,19.623624801635742,,,,7338107.0,690772.0,999998.0,64.0
2020-01-08,1867.5899658203125,11817.099609375,97.30000305175781,29.985000610351562,1.8739999532699585,13.449999809265137,9129.240234375,19.531740188598633,,,,7314998.0,691277.0,999998.0,134.0
2020-01-09,1878.72998046875,11970.6298828125,97.44999694824219,30.010000228881836,1.8580000400543213,12.539999961853027,9203.4296875,19.797204971313477,,,,7297807.0,662743.0,999998.0,145.0
2020-01-10,1866.3499755859375,12024.650390625,97.36000061035156,29.94300079345703,1.8250000476837158,12.5600004196167,9178.8603515625,19.868669509887695,,,,7299096.0,717290.0,999998.0,109.0
2020-01-13,1890.7900390625,12113.419921875,97.3499984741211,29.961999893188477,1.8480000495910645,12.319999694824219,9273.9296875,20.011611938476562,,,,7272798.0,755307.0,999998.0,108.0
2020-01-14,1894.6400146484375,12179.8095703125,97.37000274658203,29.874000549316406,1.8179999589920044,12.390000343322754,9251.330078125,20.13412857055664,,,,7241275.0,790832.0,999998.0,93.0
2020-01-15,1872.1600341796875,12091.8798828125,97.2300033569336,29.826000213623047,1.7879999876022339,12.420000076293945,9258.7001953125,19.929929733276367,,,,7205153.0,801211.0,999998.0,149.0
2020-01-16,1903.9300537109375,12066.9296875,97.31999969482422,29.933000564575195,1.809000015258789,12.319999694824219,9357.1298828125,19.868669509887695,,,,7222710.0,808317.0,999998.0,145.0
2020-01-17,1916.6199951171875,12090.2900390625,97.61000061035156,29.89900016784668,1.8359999656677246,12.100000381469727,9388.9404296875,19.868669509887695,,,,7207088.0,806838.0,999998.0,243.0
2020-01-20,,12118.7099609375,,29.950000762939453,,,,19.95035171508789,,,,7144651.0,762521.0,999998.0,179.0
2020-01-21,1915.0,,97.52999877929688,29.891000747680664,1.7690000534057617,12.850000381469727,9370.8095703125,,,,,,,,
2020-01-22,1930.22998046875,,97.52999877929688,30.04199981689453,1.7690000534057617,12.90999984741211,9383.76953125,,,,,,,,
2020-01-23,1945.3699951171875,,97.69000244140625,29.91900062561035,1.7400000095367432,12.979999542236328,9402.48046875,,,,,,,,
2020-01-24,1924.030029296875,,97.8499984741211,29.975000381469727,1.680999994277954,14.5600004196167,9314.91015625,,,,,,,,
2020-01-27,1848.8599853515625,,97.95999908447266,30.020000457763672,1.6050000190734863,18.229999542236328,9139.3095703125,,,,,,,,
2020-01-28,1893.27001953125,,98.0199966430664,30.094999313354492,1.6410000324249268,16.280000686645508,9269.6796875,,,,,,,,
2020-01-29,1858.699951171875,,97.98999786376953,30.0049991607666,1.593999981880188,16.389999389648438,9275.16015625,,,,,,,,
2020-01-30,1855.800048828125,11421.740234375,97.87000274658203,30.090999603271484,1.5579999685287476,15.489999771118164,9298.9296875,18.817041397094727,,,,7051906.0,741795.0,999998.0,171.0
2020-01-31,1789.9300537109375,11495.099609375,97.38999938964844,30.204999923706055,1.5199999809265137,18.84000015258789,9150.9404296875,18.964622497558594,,,,6885967.0,644773.0,999998.0,173.0
2020-02-03,1812.1800537109375,11354.919921875,97.80000305175781,30.34600067138672,1.5199999809265137,17.969999313354492,9273.400390625,18.77487564086914,,,,6936667.0,602615.0,999998.0,220.0
2020-02-04,1868.6500244140625,11555.919921875,97.95999908447266,30.239999771118164,1.6030000448226929,16.049999237060547,9467.9697265625,19.101667404174805,,,,6855979.0,601121.0,999998.0,232.0
